"Horario","Ciclo_Estacion_Retiro","Ciclo_Estacion_Arribo","Viajes","Tiempo_Promedio"
3,145,148,459,295.627450980392
3,145,149,423,309.236406619385
3,145,158,775,388.517419354839
3,146,73,377,485.896551724138
3,147,147,410,833.312195121951
3,147,158,601,267.222961730449
3,148,141,760,343.709210526316
3,148,145,692,254.024566473988
3,148,146,573,477.808027923211
3,149,137,369,382.826558265583
3,149,140,495,306.519191919192
3,149,141,575,373.088695652174
3,149,145,598,307.722408026756
3,149,146,396,461.313131313131
3,149,149,428,1238.93457943925
3,149,151,556,350.63309352518
3,150,150,577,1045.2582322357
3,151,129,496,499.125
3,151,149,629,388.782193958665
3,151,151,618,1032.83333333333
3,151,158,1449,335.548654244306
3,152,150,440,248.422727272727
3,152,151,530,322.992452830189
3,153,153,383,904.154046997389
3,154,146,475,321.591578947368
3,154,150,427,318.96018735363
3,155,139,602,639.24584717608
3,155,155,466,1388.9313304721
3,158,128,403,589.483870967742
3,158,134,404,542.856435643564
3,158,141,1339,413.494398805078
3,158,145,962,421.220374220374
3,158,147,518,305.994208494209
3,158,151,1176,416.041666666667
3,158,162,458,431.292576419214
3,159,141,534,402.910112359551
3,160,160,384,1308.80208333333
3,160,257,523,465.803059273423
3,161,146,383,314.516971279373
3,161,161,390,1202.14615384615
3,162,154,546,329.529304029304
3,162,163,600,330.715
3,163,162,461,447.394793926247
3,163,163,527,1302.22580645161
3,163,164,383,506.579634464752
3,163,165,623,312.947030497592
3,164,154,380,313.368421052632
3,164,163,551,409.499092558984
3,164,164,550,1276.25818181818
3,164,165,690,343.575362318841
3,165,163,1422,235.775668073136
3,165,164,417,420.57793764988
3,165,165,476,1009.36974789916
3,166,167,698,208.181948424069
3,166,182,451,474.827050997783
3,167,169,382,266.667539267016
3,167,182,480,372.2
3,167,285,536,345.641791044776
3,167,286,1132,347.407243816254
3,168,168,476,1223.77941176471
3,168,182,867,279.440599769319
3,169,169,385,1108.41038961039
3,169,182,628,252.466560509554
3,170,182,443,499.013544018059
3,171,167,407,245.081081081081
3,171,286,402,337.597014925373
3,172,172,477,1229.89727463312
3,172,182,517,479.013539651838
3,173,167,539,265.458256029685
3,173,182,426,285.528169014084
3,174,1,1148,548.358013937282
3,174,6,431,663.832946635731
3,174,11,746,492.313672922252
3,174,12,514,470.764591439689
3,174,18,450,698.944444444444
3,174,27,367,671.013623978202
3,174,85,1157,499.828003457217
3,174,103,376,387.132978723404
3,174,111,1600,317.755
3,174,174,474,1028.00843881857
3,174,183,1546,284.847994825356
3,174,255,424,347.573113207547
3,174,256,400,357.7075
3,174,271,401,650.189526184539
3,175,175,506,1442.81422924901
3,178,191,500,467.438
3,180,74,382,350.931937172775
3,180,180,436,1283.8876146789
3,180,182,990,255.613131313131
3,181,181,404,1359.7797029703
3,182,51,470,687.774468085106
3,182,61,426,535.302816901409
3,182,64,505,561.79801980198
3,182,74,572,418.465034965035
3,182,84,371,330.361185983828
3,182,123,366,1077.1693989071
3,182,171,577,384.857885615251
3,182,172,623,493.089887640449
3,182,173,472,338.273305084746
3,182,180,440,225.259090909091
3,182,182,1156,1212.87802768166
3,183,18,501,551.810379241517
3,183,174,1383,262.749096167751
3,183,183,372,992.016129032258
3,183,256,570,303.943859649123
3,184,184,641,1471.36973478939
3,185,184,826,295.654963680387
3,185,185,409,1129.9119804401
3,185,186,1000,329.771
3,185,187,478,289.190376569038
3,185,188,515,478.972815533981
3,185,189,393,431.788804071247
3,186,185,806,297.746898263027
3,186,186,584,1347.57705479452
3,186,187,702,227.343304843305
3,187,83,432,543.618055555556
3,187,185,601,245.485856905158
3,187,186,479,365.300626304802
3,187,187,377,1121.42175066313
3,188,184,642,419.663551401869
3,188,185,430,384.841860465116
3,188,187,405,348.41975308642
3,189,185,603,422.066334991708
3,190,190,486,1340.53086419753
3,191,185,478,401.320083682008
3,192,194,480,677.239583333333
3,192,195,370,489.167567567568
3,193,194,484,587.95867768595
3,193,195,372,447.626344086022
3,193,239,371,573.22371967655
3,194,27,367,1316.64305177112
3,194,194,917,1632.84078516903
3,194,195,412,1186.14077669903
3,194,217,410,655.731707317073
3,194,232,459,459.932461873638
3,194,239,376,534.773936170213
3,195,192,472,517.330508474576
3,195,195,491,1848.19348268839
3,197,204,369,612.560975609756
3,197,208,822,804.591240875912
3,197,211,381,923.1312335958
3,197,219,606,588.361386138614
3,197,221,486,570.724279835391
3,197,244,398,425.007537688442
3,198,208,670,623.650746268657
3,200,200,465,1233.28387096774
3,202,204,386,263.215025906736
3,204,197,393,719.508905852417
3,204,199,843,424.699881376038
3,204,202,691,271.586107091172
3,204,206,712,440.157303370787
3,204,240,415,729.918072289157
3,204,242,756,681.506613756614
3,205,205,386,1319.0621761658
3,206,204,871,337.452353616533
3,206,205,489,515.018404907975
3,206,208,1442,514.005547850208
3,206,210,397,407.463476070529
3,206,211,540,617.657407407407
3,206,216,377,425.42175066313
3,206,217,780,669.864102564103
3,206,219,366,403.079234972678
3,206,221,373,357.225201072386
3,206,223,512,593.91015625
3,206,233,375,539.112
3,206,235,606,400.199669966997
3,207,208,378,402.375661375661
3,208,197,856,876.219626168224
3,208,198,727,645.900962861073
3,208,199,467,486.768736616702
3,208,200,460,314.782608695652
3,208,202,651,409.932411674347
3,208,205,417,432.911270983213
3,208,206,1799,541.41078376876
3,208,208,415,1354.14457831325
3,208,209,892,629.82399103139
3,208,214,483,620.267080745342
3,208,215,584,491.335616438356
3,208,217,1347,371.818114328137
3,208,221,383,665.832898172324
3,208,240,700,815.07
3,208,242,1534,707.30964797914
3,208,452,465,581.513978494624
3,208,460,636,767.339622641509
3,209,208,829,635.482509047045
3,209,210,635,468.87874015748
3,209,217,393,749.374045801527
3,209,230,370,460.891891891892
3,210,197,863,678.556199304751
3,210,198,536,503.222014925373
3,210,206,965,380.690155440415
3,210,209,933,506.195069667738
3,210,214,661,405.006051437216
3,210,242,547,760.692870201097
3,210,460,366,622.491803278689
3,211,205,714,379.098039215686
3,211,206,428,640.906542056075
3,211,207,727,386.475928473177
3,211,209,417,723.904076738609
3,211,211,434,1308.82258064516
3,211,217,2453,314.566653077864
3,211,226,590,492.418644067797
3,211,246,573,482.055846422339
3,211,248,900,576.362222222222
3,211,452,1136,510.448063380282
3,211,476,367,530.299727520436
3,212,217,551,283.584392014519
3,213,208,418,518.638755980861
3,213,210,483,426.068322981366
3,214,208,386,523.593264248705
3,215,208,506,421.541501976285
3,215,217,391,533.061381074169
3,216,208,369,423.750677506775
3,216,217,558,489.218637992832
3,217,206,617,779.5056726094
3,217,208,957,466.396029258098
3,217,209,503,839.675944333996
3,217,211,1284,335.841900311527
3,217,212,708,327.574858757062
3,217,217,605,1127.2347107438
3,219,197,798,424.383458646617
3,219,208,547,705.307129798903
3,219,216,370,517.691891891892
3,219,217,510,854.554901960784
3,221,221,399,1090.02255639098
3,221,223,585,462.947008547009
3,221,242,613,496.709624796085
3,222,222,827,1421.51027811366
3,222,241,497,878.362173038229
3,223,217,415,502.944578313253
3,223,221,476,493.390756302521
3,223,223,391,1214.14833759591
3,223,226,440,448.065909090909
3,223,230,598,434.418060200669
3,223,233,375,405.56
3,225,225,468,1205.17307692308
3,226,226,536,1167.02985074627
3,227,197,401,438.718204488778
3,227,237,524,502.812977099237
3,228,227,431,475.030162412993
3,228,242,367,659.528610354223
3,230,209,375,458.317333333333
3,230,230,593,1073.73861720067
3,230,237,436,350.811926605505
3,230,242,485,555.119587628866
3,233,206,483,543.074534161491
3,233,217,374,712.288770053476
3,233,233,519,1512.74373795761
3,235,206,380,372.278947368421
3,236,206,497,389.792756539235
3,236,233,455,323.885714285714
3,236,237,593,381.514333895447
3,236,242,409,574.300733496333
3,237,221,449,456.329621380846
3,237,227,555,654.392792792793
3,237,230,558,384.304659498208
3,237,233,435,404.990804597701
3,237,235,417,468.139088729017
3,237,236,726,418.296143250689
3,240,208,706,725.718130311615
3,241,222,538,908.847583643123
3,241,241,369,1279.0433604336
3,241,459,476,629.737394957983
3,242,204,497,529.935613682093
3,242,206,391,420.544757033248
3,242,208,995,669.107537688442
3,242,211,396,749.992424242424
3,242,216,384,548.997395833333
3,242,217,417,887.561151079137
3,242,221,608,415.018092105263
3,242,235,1065,519.638497652582
3,242,242,389,1238.64010282776
3,242,465,504,480.27380952381
3,244,197,508,489.423228346457
3,244,242,390,481.441025641026
3,245,242,452,496.944690265487
3,245,245,370,1315.0027027027
3,246,211,477,483.417190775681
3,247,247,412,1296.66262135922
3,248,32,501,513.534930139721
3,248,248,517,1302.09477756286
3,252,246,421,402.030878859857
3,252,452,455,384.991208791209
3,253,9,467,450.910064239829
3,253,16,471,559.796178343949
3,254,254,659,1190.0971168437
3,255,174,610,263.414754098361
3,256,111,747,364.298527443106
3,256,174,416,373.737980769231
3,256,183,544,314.038602941176
3,257,108,488,878.30737704918
3,257,160,468,555.991452991453
3,257,257,665,1572.73684210526
3,257,260,429,1033.66666666667
3,260,33,495,1477.61616161616
3,260,257,548,1141.1697080292
3,260,260,989,1903.96966632963
3,262,262,555,1197.8954954955
3,266,1,404,900.376237623762
3,266,3,395,651.660759493671
3,266,10,581,538.282271944923
3,266,14,571,1014.31523642732
3,266,15,545,996.040366972477
3,266,16,400,1010.1475
3,266,18,748,803.839572192513
3,266,19,511,719.344422700587
3,266,20,517,647.765957446809
3,266,23,447,1020.76957494407
3,266,41,474,533.57805907173
3,266,270,1109,399.198376916141
3,270,10,414,523.553140096618
3,270,26,382,356.321989528796
3,270,43,746,585.061662198391
3,270,266,1468,378.121934604905
3,270,270,752,1232.4414893617
3,270,271,543,499.998158379374
3,271,1,463,880.639308855292
3,271,3,649,604.010785824345
3,271,10,1044,485.159961685824
3,271,11,417,715.369304556355
3,271,13,421,1047.69358669834
3,271,14,833,1064.50540216086
3,271,15,932,976.905579399142
3,271,16,640,965.7375
3,271,17,799,870.996245306633
3,271,18,1230,788.960975609756
3,271,19,865,683.076300578035
3,271,20,803,621.508094645081
3,271,23,751,1028.33422103862
3,271,26,723,489.517289073306
3,271,27,627,752.748006379585
3,271,28,472,1028.02118644068
3,271,41,688,533.476744186047
3,271,43,456,803.885964912281
3,271,52,569,757.411247803163
3,271,85,447,858.031319910515
3,271,88,376,947.438829787234
3,271,107,372,792.247311827957
3,271,111,411,710.822384428224
3,271,116,438,684.223744292237
3,271,270,1149,423.241949521323
3,272,10,467,429.413276231263
3,272,15,442,975.981900452489
3,272,18,510,731.819607843137
3,272,270,417,433.705035971223
3,276,295,447,342.181208053691
3,277,295,528,323.863636363636
3,278,280,419,343.405727923628
3,280,295,890,254.813483146067
3,285,305,413,287.912832929782
3,286,167,843,269.109134045077
3,286,168,401,288.618453865337
3,286,182,659,393.740515933232
3,288,312,423,275.659574468085
3,292,302,495,348.989898989899
3,295,277,436,388.506880733945
3,295,280,725,351.961379310345
3,295,299,378,479.415343915344
3,295,302,465,591.002150537634
3,295,319,407,337.233415233415
3,296,296,401,1219.93266832918
3,296,300,385,545.542857142857
3,297,280,474,408.597046413502
3,300,300,455,1386.46813186813
3,302,302,456,1356.65131578947
3,302,321,429,667.902097902098
3,305,173,605,371.952066115703
3,305,309,469,331.217484008529
3,309,305,379,230.263852242744
3,310,305,503,328.17097415507
3,310,312,558,220.756272401434
3,312,310,591,228.818950930626
3,317,302,653,332.073506891271
3,318,302,447,307.492170022371
3,319,295,473,330.128964059197
3,319,297,415,282.219277108434
3,319,302,565,403.828318584071
3,320,295,523,312.738049713193
3,321,295,502,356.093625498008
3,323,340,630,288.67619047619
3,325,302,473,280.473572938689
3,327,327,579,1341.99309153713
3,327,391,374,890.828877005348
3,328,310,562,241.510676156584
3,329,326,644,485.874223602484
3,334,308,474,295.54641350211
3,340,324,520,344.871153846154
3,349,326,366,330.071038251366
3,351,326,405,531.338271604938
3,352,353,388,274.061855670103
3,352,369,370,475.454054054054
3,356,317,386,468.896373056995
3,356,359,570,482.856140350877
3,356,361,418,313.700956937799
3,357,359,518,445.353281853282
3,357,361,402,338.213930348259
3,359,356,998,394.768537074148
3,359,357,832,279.195913461538
3,359,359,542,1546.67712177122
3,359,372,377,513.925729442971
3,360,360,531,1369.70433145009
3,363,363,372,1145.05107526882
3,363,369,494,371.054655870445
3,366,369,1010,238.878217821782
3,369,363,543,354.274401473297
3,369,366,602,231.310631229236
3,372,359,388,486.855670103093
3,372,370,574,274.06968641115
3,373,359,666,324.824324324324
3,385,389,478,306.303347280335
3,385,390,425,366.950588235294
3,387,385,406,230.832512315271
3,389,385,566,353.233215547703
3,390,334,414,547.113526570048
3,390,371,382,420.102094240838
3,390,385,381,400.123359580052
3,390,396,597,362.845896147404
3,390,398,489,541.627811860941
3,390,420,522,275.091954022988
3,391,327,467,1039.13490364026
3,391,391,625,1291.1616
3,392,390,474,249.940928270042
3,394,372,518,264.494208494209
3,394,390,372,319.698924731183
3,396,390,867,410.262975778547
3,398,390,472,556.411016949153
3,398,392,410,431.875609756098
3,432,440,680,336.686764705882
3,433,433,635,900.296062992126
3,433,435,380,205.955263157895
3,433,436,671,335.897168405365
3,434,434,682,1210.71554252199
3,439,436,636,316.245283018868
3,439,437,763,233.693315858453
3,440,431,485,396.907216494845
3,440,432,761,321.432325886991
3,440,442,1022,184.495107632094
3,440,443,667,347.409295352324
3,440,444,529,382.525519848771
3,443,440,539,411.571428571429
3,444,440,479,411.242171189979
3,445,445,366,1672.53551912568
3,449,222,390,1342.02051282051
3,449,241,436,1546.23394495413
3,449,260,465,1549.07311827957
3,449,449,1082,1411.31515711645
3,452,208,468,595.448717948718
3,452,211,937,481.361792956243
3,452,252,490,376.451020408163
3,454,454,378,1547.13756613757
3,459,459,429,1444.79487179487
3,460,208,621,699.109500805153
3,463,465,746,392.898123324397
3,465,463,814,454.470515970516
3,475,245,381,517.855643044619
3,476,217,427,529.259953161593
3,476,242,371,743.881401617251
3,476,465,456,532.287280701754
4,1,1,544,1101.44301470588
4,1,4,389,430.457583547558
4,1,11,429,334.009324009324
4,1,18,867,371.658592848904
4,1,27,537,471.748603351955
4,1,34,442,643.825791855204
4,1,35,798,518.675438596491
4,1,86,438,483.050228310502
4,1,174,1033,567.322362052275
4,1,266,804,924.429104477612
4,1,267,551,925.803992740472
4,1,271,642,916.772585669782
4,1,272,405,888.377777777778
4,3,266,666,676.313813813814
4,3,267,584,651.219178082192
4,3,271,700,631.267142857143
4,3,272,394,562.766497461929
4,4,1,628,390.816878980892
4,5,271,417,955.697841726619
4,6,1,413,316.968523002421
4,6,174,607,564.856672158155
4,6,271,466,872.429184549356
4,7,1,397,552.123425692695
4,7,266,486,1272.25925925926
4,7,271,371,1256.90566037736
4,8,43,470,623.514893617021
4,8,266,404,730.094059405941
4,9,1,376,427.595744680851
4,9,174,493,675.847870182556
4,9,266,382,1044.74869109948
4,10,266,1047,538.063992359121
4,10,267,733,521.379263301501
4,10,271,410,590.824390243902
4,11,1,371,357.644204851752
4,11,174,882,487.308390022676
4,12,174,567,555.171075837742
4,13,266,539,1207.83858998145
4,13,267,470,1236.49574468085
4,13,271,442,1159.99321266968
4,14,27,512,599.115234375
4,14,176,439,1188.23006833713
4,14,266,746,1243.57506702413
4,14,267,519,1235.53564547206
4,14,271,717,1166.09762900976
4,14,272,377,1101.10875331565
4,15,20,449,591.104677060134
4,15,27,548,501.054744525547
4,15,266,856,1135.53621495327
4,15,267,693,1220.27561327561
4,15,271,615,1076.4487804878
4,16,32,460,343.130434782609
4,16,35,366,412.051912568306
4,16,266,1106,1076.33815551537
4,16,267,778,1090.24678663239
4,16,271,625,1039.5648
4,17,1,419,377.188544152745
4,17,35,413,451.883777239709
4,17,266,774,1035.54909560724
4,17,267,651,1044.33333333333
4,17,271,625,930.0928
4,17,272,409,896.611246943765
4,18,1,1334,362.454272863568
4,18,15,465,444.85376344086
4,18,41,455,745.898901098901
4,18,174,553,690.902350813743
4,18,266,999,885.014014014014
4,18,267,657,906.027397260274
4,18,270,391,784.161125319693
4,18,271,897,841.52508361204
4,18,272,522,807.239463601533
4,19,174,524,588.013358778626
4,19,266,637,838.590266875981
4,19,267,459,849.980392156863
4,19,271,656,733.077743902439
4,20,176,389,679.719794344473
4,20,266,788,737.404822335025
4,20,267,680,738.792647058823
4,20,271,677,675.211225997046
4,20,272,522,650.231800766284
4,21,27,543,529.16758747698
4,21,266,776,1151.25902061856
4,21,267,619,1190.63974151858
4,21,271,486,1119.13991769547
4,22,27,619,558.502423263328
4,22,266,760,1185.46184210526
4,22,267,688,1192.9375
4,22,271,486,1081.34773662551
4,23,27,749,485.618157543391
4,23,31,426,521.049295774648
4,23,266,1706,1090.44958968347
4,23,267,1160,1106.13879310345
4,23,271,895,1061.28603351955
4,23,272,482,1009.78423236515
4,24,1,375,476.050666666667
4,24,27,549,391.841530054645
4,24,41,508,814.425196850394
4,24,43,377,1071.11671087533
4,24,176,367,1060.06267029973
4,24,266,1157,1041.9360414866
4,24,267,776,1062.98969072165
4,24,271,724,1044.68508287293
4,24,272,409,1049.59168704156
4,25,43,410,972.346341463415
4,25,266,1007,972.551142005958
4,25,267,713,1053.24403927069
4,25,271,534,944.239700374532
4,26,43,458,521.596069868996
4,26,96,467,617.770877944325
4,26,107,565,390.274336283186
4,26,266,970,556.362886597938
4,26,267,665,567.61954887218
4,26,271,438,570.296803652968
4,27,1,771,459.735408560311
4,27,15,421,467.928741092637
4,27,27,443,1101.39051918736
4,27,29,571,640.740805604203
4,27,41,811,671.471023427867
4,27,43,814,908.87714987715
4,27,52,615,954.00325203252
4,27,174,676,699.14201183432
4,27,176,374,856.433155080214
4,27,183,392,631.673469387755
4,27,266,1376,828.256540697674
4,27,267,1025,857.378536585366
4,27,270,577,715.084922010399
4,27,271,1322,783.195915279879
4,27,272,617,779.145867098865
4,28,1,499,638.957915831663
4,28,27,516,496.455426356589
4,28,266,1271,1146.31313926042
4,28,267,752,1148.08510638298
4,28,271,594,1113.77946127946
4,28,272,422,1076.15165876777
4,31,158,401,761.593516209476
4,31,266,469,902.765458422175
4,31,267,463,906.11879049676
4,32,266,447,1144.70022371365
4,32,271,439,1113.29157175399
4,34,1,443,596.986455981941
4,35,1,612,558.900326797386
4,36,53,783,319.329501915709
4,36,64,500,559.924
4,36,182,628,763.089171974522
4,37,64,387,444.289405684755
4,38,64,440,493.122727272727
4,41,266,647,476.952086553323
4,41,267,466,489.309012875536
4,43,43,449,1498.39420935412
4,43,266,581,743.605851979346
4,43,270,384,575.734375
4,43,271,406,765.098522167488
4,45,64,424,387.36320754717
4,47,47,371,1240.54447439353
4,52,43,389,632.80205655527
4,52,266,732,686.19262295082
4,52,267,542,715.878228782288
4,52,271,415,848.679518072289
4,53,36,486,408.022633744856
4,54,64,616,310.521103896104
4,61,38,544,357.869485294118
4,61,61,384,1165.36979166667
4,61,84,501,372.333333333333
4,63,84,487,409.872689938398
4,66,77,440,300.388636363636
4,68,77,403,346.950372208437
4,73,77,501,219.071856287425
4,77,66,400,300.5975
4,77,68,400,321.4
4,84,64,383,378.407310704961
4,85,174,1072,406.694029850746
4,85,266,500,796.098
4,85,271,680,749.705882352941
4,86,266,551,597.785843920145
4,86,267,392,632.18112244898
4,86,271,616,575.431818181818
4,86,272,433,521.371824480369
4,90,106,372,525.336021505376
4,96,26,544,661.876838235294
4,96,96,406,1307.66748768473
4,111,174,723,301.840940525588
4,111,266,419,750.751789976134
4,113,96,410,578.187804878049
4,113,107,796,334.690954773869
4,113,119,390,292.520512820513
4,115,266,417,722.278177458034
4,116,107,517,361.930367504836
4,116,266,477,766.222222222222
4,116,267,508,774.486220472441
4,117,107,378,462.465608465608
4,117,116,530,249.188679245283
4,117,266,562,786.003558718861
4,134,126,408,319.779411764706
4,134,158,523,618.873804971319
4,135,136,486,390.049382716049
4,136,126,500,323.104
4,136,135,755,414.670198675497
4,136,136,367,1188.95367847411
4,136,158,477,583.220125786164
4,139,139,385,1394.13246753247
4,141,126,509,374.958742632613
4,141,141,379,1159.44854881266
4,141,158,789,436.250950570342
4,145,149,379,323.290237467018
4,145,158,422,347.317535545024
4,150,162,377,329.785145888594
4,151,158,409,320.422982885086
4,154,146,443,279.151241534989
4,155,155,374,1431.94117647059
4,158,141,396,451.492424242424
4,158,145,572,424.351398601399
4,158,147,377,297.708222811671
4,158,151,660,429.193939393939
4,158,162,485,420.921649484536
4,160,160,454,1173.35242290749
4,163,162,424,331.985849056604
4,163,165,578,274.138408304498
4,164,163,485,421.99793814433
4,164,165,520,348.084615384615
4,165,163,585,208.189743589744
4,166,167,387,236.767441860465
4,167,169,409,240.743276283619
4,167,285,492,323.563008130081
4,167,286,399,386.598997493734
4,174,1,537,560.739292364991
4,174,85,619,467.042003231018
4,174,111,818,356.49511002445
4,174,183,787,365.049555273189
4,180,180,493,1670.630831643
4,180,182,393,326.167938931298
4,182,64,430,575.516279069767
4,182,171,444,390.495495495496
4,182,172,460,495.765217391304
4,182,182,487,1192.96919917864
4,182,266,384,1742.07552083333
4,182,267,390,1755.24615384615
4,183,174,561,274.82174688057
4,185,186,396,446.290404040404
4,186,185,377,312.920424403183
4,186,187,407,272.933660933661
4,194,194,397,1259.81360201511
4,197,208,637,791.995290423862
4,197,271,385,1717.34025974026
4,198,204,463,494.261339092873
4,198,208,511,605.3385518591
4,198,210,391,480.058823529412
4,202,204,581,265.571428571429
4,202,208,607,384.375617792422
4,206,204,733,322.924965893588
4,206,208,1283,466.730319563523
4,206,211,418,629.193779904306
4,206,217,430,729.911627906977
4,207,211,378,328.849206349206
4,208,197,481,950.355509355509
4,208,206,687,530.241630276565
4,208,209,416,644.790865384615
4,208,217,545,445.306422018349
4,208,242,626,840.599041533546
4,209,208,795,558.027672955975
4,209,210,435,455.094252873563
4,211,217,604,441.289735099338
4,213,208,478,574.608786610879
4,213,210,423,427.101654846336
4,214,208,480,500.914583333333
4,214,210,376,357.337765957447
4,215,208,649,402.921417565485
4,215,217,370,555.767567567568
4,216,217,503,505.155069582505
4,217,206,449,777.594654788419
4,217,208,520,403.019230769231
4,217,211,1792,292.36328125
4,217,212,710,268.42676056338
4,217,266,413,1659.82566585956
4,219,208,687,662.465793304221
4,221,223,384,502.643229166667
4,235,237,543,359.872928176796
4,236,28,367,804.871934604905
4,236,237,688,358.155523255814
4,236,238,414,404.657004830918
4,240,208,581,712.449225473322
4,242,204,503,556.381709741551
4,242,208,850,634.228235294118
4,248,32,431,519.07192575406
4,256,111,531,347.811676082863
4,256,183,704,309.444602272727
4,257,160,441,573.378684807256
4,260,260,408,1543.07843137255
4,270,266,1616,356.667079207921
4,270,267,1040,362.644230769231
4,270,270,420,1272.19761904762
4,270,271,675,417.256296296296
4,271,270,410,509.863414634146
4,280,295,531,279.156308851224
4,286,167,555,328.659459459459
4,295,277,446,373.121076233184
4,295,280,384,404.78125
4,297,280,366,428.770491803279
4,302,154,529,634.773156899811
4,305,328,467,491.44539614561
4,306,329,430,482.125581395349
4,310,384,476,858.72268907563
4,327,327,413,1346.46004842615
4,359,356,422,418.862559241706
4,359,357,639,342.411580594679
4,372,359,447,532.315436241611
4,384,390,407,335
4,385,390,382,323.950261780105
4,389,385,395,314.032911392405
4,390,396,707,355.809052333805
4,390,398,815,503.598773006135
4,391,391,474,1351.32700421941
4,402,444,391,457.117647058824
4,440,432,488,335.090163934426
4,440,442,489,288.934560327198
4,447,53,395,285.518987341772
4,449,449,490,1432.02040816327
4,452,32,426,764.884976525822
4,452,211,770,491.357142857143
4,460,208,641,699.266770670827
4,463,465,991,426.694248234107
4,475,211,380,485.6
5,18,1,552,405.802536231884
5,26,271,387,462.227390180879
5,107,113,382,291.735602094241
5,113,107,403,466.873449131514
5,158,151,403,396.744416873449
5,174,111,522,307.818007662835
5,256,183,703,306.482219061166
