Rank,id,value,mesure,Year,Estación,nombre
53,463,0.006578947,in_deg_cent,2019,Lago Andrómaco - Lago Zúrich,463. Lago Andrómaco - Lago Zúrich (0.0066)
54,465,0.006578947,in_deg_cent,2019,Lago Ginebra - Lago Wetter,465. Lago Ginebra - Lago Wetter (0.0066)
55,242,0.006578947,in_deg_cent,2019,Miguel de Cervantes Saavedra - Pról. Moliere,242. Miguel de Cervantes Saavedra - Pról. Moliere (0.0066)
56,212,0.006578947,in_deg_cent,2019,Hegel - Horacio,212. Hegel - Horacio (0.0066)
57,209,0.006578947,in_deg_cent,2019,Solón - Horacio,209. Solón - Horacio (0.0066)
58,211,0.006578947,in_deg_cent,2019,Isaac Newton - Horacio,211. Isaac Newton - Horacio (0.0066)
59,299,0.006578947,in_deg_cent,2019,Romero de Terreros - Mier y Pesado,299. Romero de Terreros - Mier y Pesado (0.0066)
60,359,0.006578947,in_deg_cent,2019,Matías Romero - Pestalozzi,359. Matías Romero - Pestalozzi (0.0066)
61,10,0.006578947,in_deg_cent,2019,Reforma - Ramírez,10. Reforma - Ramírez (0.0066)
62,464,0.006578947,in_deg_cent,2019,Mateo Alemán - Prolongación Moliere,464. Mateo Alemán - Prolongación Moliere (0.0066)
63,262,0.006578947,in_deg_cent,2019,República de Cuba - República de Brasil,262. República de Cuba - República de Brasil (0.0066)
64,357,0.006578947,in_deg_cent,2019,Matías Romero - Amores,357. Matías Romero - Amores (0.0066)
65,260,0.006578947,in_deg_cent,2019,Juárez - Balderas,260. Juárez - Balderas (0.0066)
66,108,0.006578947,in_deg_cent,2019,Tolsá - Balderas,108. Tolsá - Balderas (0.0066)
67,254,0.006578947,in_deg_cent,2019,Alfonso Herrera - Miguel Schultz,254. Alfonso Herrera - Miguel Schultz (0.0066)
68,363,0.006578947,in_deg_cent,2019,Holbein - Paulo Ucello,363. Holbein - Paulo Ucello (0.0066)
69,233,0.006578947,in_deg_cent,2019,Julio Verne - Luis G. Urbina,233. Julio Verne - Luis G. Urbina (0.0066)
70,366,0.006578947,in_deg_cent,2019,Porfirio Díaz - Augusto Rodin,366. Porfirio Díaz - Augusto Rodin (0.0066)
71,384,0.006578947,in_deg_cent,2019,Empresa - Poussin,384. Empresa - Poussin (0.0066)
72,389,0.006578947,in_deg_cent,2019,Santander - Félix Cuevas,389. Santander - Félix Cuevas (0.0066)
73,198,0.006578947,in_deg_cent,2019,Sócrates - Ejército Nacional,198. Sócrates - Ejército Nacional (0.0066)
74,396,0.006578947,in_deg_cent,2019,Martín Mendalde - Félix Cuevas,396. Martín Mendalde - Félix Cuevas (0.0066)
75,387,0.006578947,in_deg_cent,2019,Cádiz - Empresa,387. Cádiz - Empresa (0.0066)
76,305,0.006578947,in_deg_cent,2019,Avenida del Parque - Arizona,305. Avenida del Parque - Arizona (0.0066)
77,168,0.006578947,in_deg_cent,2019,Comercio - Progreso,168. Comercio - Progreso (0.0066)
78,20,0.006578947,in_deg_cent,2019,Reforma - Río Támesis,20. Reforma - Río Támesis (0.0066)
79,148,0.006578947,in_deg_cent,2019,Coahuila - Av. Cuauhtémoc,148. Coahuila - Av. Cuauhtémoc (0.0066)
80,41,0.006578947,in_deg_cent,2019,Reforma - De la República,41. Reforma - De la República (0.0066)
81,29,0.006578947,in_deg_cent,2019,Reforma - Bucareli,29. Reforma - Bucareli (0.0066)
82,120,0.006578947,in_deg_cent,2019,Marsella - Nápoles,120. Marsella - Nápoles (0.0066)
83,44,0.006578947,in_deg_cent,2019,Durango - Veracruz,44. Durango - Veracruz (0.0066)
84,123,0.006578947,in_deg_cent,2019,Claudio Bernard - Dr. Lavista,123. Claudio Bernard - Dr. Lavista (0.0066)
85,37,0.006578947,in_deg_cent,2019,Guadalajara - Puebla,37. Guadalajara - Puebla (0.0066)
86,3,0.006578947,in_deg_cent,2019,Reforma - Insurgentes,3. Reforma - Insurgentes (0.0066)
87,286,0.006578947,in_deg_cent,2019,13 de Septiembre - Avenida Patriotismo,286. 13 de Septiembre - Avenida Patriotismo (0.0066)
88,135,0.006578947,in_deg_cent,2019,Álvaro Obregón - Morelia,135. Álvaro Obregón - Morelia (0.0066)
89,137,0.006578947,in_deg_cent,2019,Álvaro Obregón - Mérida,137. Álvaro Obregón - Mérida (0.0066)
90,155,0.006578947,in_deg_cent,2019,Jalapa - Tlaxcala,155. Jalapa - Tlaxcala (0.0066)
91,33,0.006578947,in_deg_cent,2019,Londres - Florencia,33. Londres - Florencia (0.0066)
92,447,0.006578947,in_deg_cent,2019,Agustín Melgar - Zamora,447. Agustín Melgar - Zamora (0.0066)
93,149,0.006578947,in_deg_cent,2019,Mérida - Antonio M. Anza,149. Mérida - Antonio M. Anza (0.0066)
94,151,0.006578947,in_deg_cent,2019,Campeche - Tonalá,151. Campeche - Tonalá (0.0066)
95,4,0.006578947,in_deg_cent,2019,Río Nilo - Río Pánuco,4. Río Nilo - Río Pánuco (0.0066)
96,32,0.006578947,in_deg_cent,2019,Londres - Sevilla,32. Londres - Sevilla (0.0066)
97,46,0.006578947,in_deg_cent,2019,Durango - Salamanca,46. Durango - Salamanca (0.0066)
98,162,0.006578947,in_deg_cent,2019,Tehuantepec - Medellín,162. Tehuantepec - Medellín (0.0066)
99,257,0.006578947,in_deg_cent,2019,Manuel María Conteras - Villalongín,257. Manuel María Conteras - Villalongín (0.0066)
100,14,0.006578947,in_deg_cent,2019,Reforma - Río de la Plata,14. Reforma - Río de la Plata (0.0066)
101,157,0.006578947,in_deg_cent,2019,Tepic - Tlacotalpan,157. Tepic - Tlacotalpan (0.0066)
102,15,0.006578947,in_deg_cent,2019,Reforma - Río Mississippi,15. Reforma - Río Mississippi (0.0066)
103,153,0.006578947,in_deg_cent,2019,Manzanillo - Tlaxcala,153. Manzanillo - Tlaxcala (0.0066)
104,45,0.006578947,in_deg_cent,2019,Durango - Sonora,45. Durango - Sonora (0.0066)
105,28,0,in_deg_cent,2019,Toledo - Tokio,28. Toledo - Tokio (0.0)
106,373,0,in_deg_cent,2019,Pilares - Gabriel Mancera,373. Pilares - Gabriel Mancera (0.0)
107,40,0,in_deg_cent,2019,Oaxaca - Puebla,40. Oaxaca - Puebla (0.0)
108,383,0,in_deg_cent,2019,Luis Carracci - 2da. cda. de Luis Carracci,383. Luis Carracci - 2da. cda. de Luis Carracci (0.0)
109,34,0,in_deg_cent,2019,Liverpool - Génova,34. Liverpool - Génova (0.0)
110,169,0,in_deg_cent,2019,Prosperidad - Progreso,169. Prosperidad - Progreso (0.0)
111,385,0,in_deg_cent,2019,Poussin - Empresa,385. Poussin - Empresa (0.0)
112,390,0,in_deg_cent,2019,Oso - Félix Cuevas,390. Oso - Félix Cuevas (0.0)
113,26,0,in_deg_cent,2019,Reforma - Versalles,26. Reforma - Versalles (0.0)
114,24,0,in_deg_cent,2019,Reforma - Varsovia,24. Reforma - Varsovia (0.0)
115,428,0,in_deg_cent,2019,Prolongación Uxmal - Av. Popocatépetl (Eje 8),428. Prolongación Uxmal - Av. Popocatépetl (Eje 8) (0.0)
116,23,0,in_deg_cent,2019,Reforma - Praga,23. Reforma - Praga (0.0)
117,439,0,in_deg_cent,2019,Amores - Avenida Coyoacán,439. Amores - Avenida Coyoacán (0.0)
118,21,0,in_deg_cent,2019,Reforma - Dublín,21. Reforma - Dublín (0.0)
119,440,0,in_deg_cent,2019,Real de Mayorazgo - Puente Xoco,440. Real de Mayorazgo - Puente Xoco (0.0)
120,9,0,in_deg_cent,2019,Río Guadalquivir - Río Lerma,9. Río Guadalquivir - Río Lerma (0.0)
121,6,0,in_deg_cent,2019,Río Pánuco - Río Sena,6. Río Pánuco - Río Sena (0.0)
122,467,0,in_deg_cent,2019,Lago Mayor - Lago Alberto,467. Lago Mayor - Lago Alberto (0.0)
123,394,0,in_deg_cent,2019,Dr. Roberto Gayol - Félix Cuevas,394. Dr. Roberto Gayol - Félix Cuevas (0.0)
124,288,0,in_deg_cent,2019,11 de Abril - Avenida 2,288. 11 de Abril - Avenida 2 (0.0)
125,49,0,in_deg_cent,2019,Mazatlán - Juan de la Barrera,49. Mazatlán - Juan de la Barrera (0.0)
126,354,0,in_deg_cent,2019,Boston - Avenida Insurgentes,354. Boston - Avenida Insurgentes (0.0)
127,166,0,in_deg_cent,2019,Progreso - Cda. Antonio Maceo,166. Progreso - Cda. Antonio Maceo (0.0)
128,164,0,in_deg_cent,2019,Bajío - Tlacotalpan,164. Bajío - Tlacotalpan (0.0)
129,189,0,in_deg_cent,2019,Gobernador Rafael Rebollar - Gobernador José Ceballos,189. Gobernador Rafael Rebollar - Gobernador José Ceballos (0.0)
130,191,0,in_deg_cent,2019,Gobernador Rafael Rebollar - Gobernado Vicente Eguía,191. Gobernador Rafael Rebollar - Gobernado Vicente Eguía (0.0)
131,160,0,in_deg_cent,2019,Alfonso Herrera - Gabino Barreda,160. Alfonso Herrera - Gabino Barreda (0.0)
132,204,0,in_deg_cent,2019,Temístocles - Homero,204. Temístocles - Homero (0.0)
133,150,0,in_deg_cent,2019,Campeche - Medellín,150. Campeche - Medellín (0.0)
134,140,0,in_deg_cent,2019,Mérida - Zacatecas,140. Mérida - Zacatecas (0.0)
135,210,0,in_deg_cent,2019,Eugenio Sue - Horacio,210. Eugenio Sue - Horacio (0.0)
136,216,0,in_deg_cent,2019,Alejandro Dumas - Horacio,216. Alejandro Dumas - Horacio (0.0)
137,229,0,in_deg_cent,2019,Carlos Dickens - Séneca,229. Carlos Dickens - Séneca (0.0)
138,133,0,in_deg_cent,2019,Colima - Morelia,133. Colima - Morelia (0.0)
139,237,0,in_deg_cent,2019,Andrés Bello - George Eliot,237. Andrés Bello - George Eliot (0.0)
140,241,0,in_deg_cent,2019,Ejército Nacional - Juan Vázquez de la Mella,241. Ejército Nacional - Juan Vázquez de la Mella (0.0)
141,86,0,in_deg_cent,2019,Sullivan - Insurgentes,86. Sullivan - Insurgentes (0.0)
142,256,0,in_deg_cent,2019,Gómez Farías - Sadi Carnot,256. Gómez Farías - Sadi Carnot (0.0)
143,85,0,in_deg_cent,2019,José Rosas Moreno - Sullivan,85. José Rosas Moreno - Sullivan (0.0)
144,74,0,in_deg_cent,2019,Nuevo León - Ozuluama,74. Nuevo León - Ozuluama (0.0)
145,71,0,in_deg_cent,2019,Ámsterdam - Michoacán,71. Ámsterdam - Michoacán (0.0)
146,271,0,in_deg_cent,2019,Jesús García - Carlos J. Meneses,271. Jesús García - Carlos J. Meneses (0.0)
147,64,0,in_deg_cent,2019,Sonora - Ámsterdam,64. Sonora - Ámsterdam (0.0)
148,54,0,in_deg_cent,2019,Parque España - Sonora,54. Parque España - Sonora (0.0)
149,53,0,in_deg_cent,2019,Fernando Montes de Oca - Tula,53. Fernando Montes de Oca - Tula (0.0)
150,320,0,in_deg_cent,2019,Enrique Rébsamen - Luz Saviñón,320. Enrique Rébsamen - Luz Saviñón (0.0)
151,328,0,in_deg_cent,2019,Avenida 1 - Calle 7,328. Avenida 1 - Calle 7 (0.0)
152,476,0,in_deg_cent,2019,Lago Como - Laguna de Mayrán,476. Lago Como - Laguna de Mayrán (0.0)
0,27,0.052631579,out_deg_cent,2019,Reforma - Havre,27. Reforma - Havre (0.0526)
1,1,0.032894737,out_deg_cent,2019,Río Sena - Río Balsas,1. Río Sena - Río Balsas (0.0329)
2,64,0.032894737,out_deg_cent,2019,Sonora - Ámsterdam,64. Sonora - Ámsterdam (0.0329)
3,271,0.032894737,out_deg_cent,2019,Jesús García - Carlos J. Meneses,271. Jesús García - Carlos J. Meneses (0.0329)
4,41,0.026315789,out_deg_cent,2019,Reforma - De la República,41. Reforma - De la República (0.0263)
5,208,0.026315789,out_deg_cent,2019,Hesíodo - Lamartine,208. Hesíodo - Lamartine (0.0263)
6,158,0.026315789,out_deg_cent,2019,Huatabampo - Eje 1 Pte. Av. Cuauhtémoc,158. Huatabampo - Eje 1 Pte. Av. Cuauhtémoc (0.0263)
7,174,0.026315789,out_deg_cent,2019,Joaquín García Icazbalceta - Ignacio Manuel Altamirano,174. Joaquín García Icazbalceta - Ignacio Manuel Altamirano (0.0263)
8,194,0.019736842,out_deg_cent,2019,Circuito Mahatma Gandhi - Reforma,194. Circuito Mahatma Gandhi - Reforma (0.0197)
9,145,0.019736842,out_deg_cent,2019,Yucatán - Chiapas,145. Yucatán - Chiapas (0.0197)
10,210,0.019736842,out_deg_cent,2019,Eugenio Sue - Horacio,210. Eugenio Sue - Horacio (0.0197)
11,141,0.019736842,out_deg_cent,2019,Zacatecas - Luis Cabrera,141. Zacatecas - Luis Cabrera (0.0197)
12,286,0.019736842,out_deg_cent,2019,13 de Septiembre - Avenida Patriotismo,286. 13 de Septiembre - Avenida Patriotismo (0.0197)
13,53,0.013157895,out_deg_cent,2019,Fernando Montes de Oca - Tula,53. Fernando Montes de Oca - Tula (0.0132)
14,18,0.013157895,out_deg_cent,2019,Reforma - Río Rhin,18. Reforma - Río Rhin (0.0132)
15,126,0.013157895,out_deg_cent,2019,Jalapa - Puebla,126. Jalapa - Puebla (0.0132)
16,136,0.013157895,out_deg_cent,2019,Álvaro Obregón - Tonalá,136. Álvaro Obregón - Tonalá (0.0132)
17,135,0.013157895,out_deg_cent,2019,Álvaro Obregón - Morelia,135. Álvaro Obregón - Morelia (0.0132)
18,111,0.013157895,out_deg_cent,2019,Guillermo Prieto - Joaquín Velázquez de León,111. Guillermo Prieto - Joaquín Velázquez de León (0.0132)
19,86,0.013157895,out_deg_cent,2019,Sullivan - Insurgentes,86. Sullivan - Insurgentes (0.0132)
20,24,0.013157895,out_deg_cent,2019,Reforma - Varsovia,24. Reforma - Varsovia (0.0132)
21,217,0.013157895,out_deg_cent,2019,Euler - Av. Horacio,217. Euler - Av. Horacio (0.0132)
22,256,0.013157895,out_deg_cent,2019,Gómez Farías - Sadi Carnot,256. Gómez Farías - Sadi Carnot (0.0132)
23,148,0.013157895,out_deg_cent,2019,Coahuila - Av. Cuauhtémoc,148. Coahuila - Av. Cuauhtémoc (0.0132)
24,270,0.013157895,out_deg_cent,2019,De la República - Ponciano Arriaga,270. De la República - Ponciano Arriaga (0.0132)
25,204,0.013157895,out_deg_cent,2019,Temístocles - Homero,204. Temístocles - Homero (0.0132)
26,35,0.013157895,out_deg_cent,2019,Liverpool - Génova,35. Liverpool - Génova (0.0132)
27,150,0.013157895,out_deg_cent,2019,Campeche - Medellín,150. Campeche - Medellín (0.0132)
28,295,0.013157895,out_deg_cent,2019,Anaxágoras - Eje 4 Sur Xola,295. Anaxágoras - Eje 4 Sur Xola (0.0132)
29,134,0.013157895,out_deg_cent,2019,Álvaro Obregón - Orizaba,134. Álvaro Obregón - Orizaba (0.0132)
30,139,0.013157895,out_deg_cent,2019,Tonalá - Guanajuato,139. Tonalá - Guanajuato (0.0132)
31,390,0.013157895,out_deg_cent,2019,Oso - Félix Cuevas,390. Oso - Félix Cuevas (0.0132)
32,167,0.013157895,out_deg_cent,2019,General Salvador Alvarado - Progreso,167. General Salvador Alvarado - Progreso (0.0132)
33,257,0.013157895,out_deg_cent,2019,Manuel María Conteras - Villalongín,257. Manuel María Conteras - Villalongín (0.0132)
34,359,0.013157895,out_deg_cent,2019,Matías Romero - Pestalozzi,359. Matías Romero - Pestalozzi (0.0132)
35,186,0.013157895,out_deg_cent,2019,Gob. Gregorio V. Gelati - Gral. Francisco Molinos del Campo,186. Gob. Gregorio V. Gelati - Gral. Francisco Molinos del Campo (0.0132)
36,369,0.013157895,out_deg_cent,2019,Porfirio Díaz - Avenida Insurgentes,369. Porfirio Díaz - Avenida Insurgentes (0.0132)
37,163,0.013157895,out_deg_cent,2019,Toluca - Bajío,163. Toluca - Bajío (0.0132)
38,33,0.013157895,out_deg_cent,2019,Londres - Florencia,33. Londres - Florencia (0.0132)
39,242,0.006578947,out_deg_cent,2019,Miguel de Cervantes Saavedra - Pról. Moliere,242. Miguel de Cervantes Saavedra - Pról. Moliere (0.0066)
40,169,0.006578947,out_deg_cent,2019,Prosperidad - Progreso,169. Prosperidad - Progreso (0.0066)
41,183,0.006578947,out_deg_cent,2019,Gabino Barreda - Guillermo Prieto,183. Gabino Barreda - Guillermo Prieto (0.0066)
42,185,0.006578947,out_deg_cent,2019,General Antonio León - General Pedro Antonio de los Santos,185. General Antonio León - General Pedro Antonio de los Santos (0.0066)
43,197,0.006578947,out_deg_cent,2019,Miguel de Cervantes Saavedra - Ferrocarril de Cuernavaca,197. Miguel de Cervantes Saavedra - Ferrocarril de Cuernavaca (0.0066)
44,206,0.006578947,out_deg_cent,2019,Moliere - Homero,206. Moliere - Homero (0.0066)
45,191,0.006578947,out_deg_cent,2019,Gobernador Rafael Rebollar - Gobernado Vicente Eguía,191. Gobernador Rafael Rebollar - Gobernado Vicente Eguía (0.0066)
46,465,0.006578947,out_deg_cent,2019,Lago Ginebra - Lago Wetter,465. Lago Ginebra - Lago Wetter (0.0066)
47,467,0.006578947,out_deg_cent,2019,Lago Mayor - Lago Alberto,467. Lago Mayor - Lago Alberto (0.0066)
48,189,0.006578947,out_deg_cent,2019,Gobernador Rafael Rebollar - Gobernador José Ceballos,189. Gobernador Rafael Rebollar - Gobernador José Ceballos (0.0066)
49,463,0.006578947,out_deg_cent,2019,Lago Andrómaco - Lago Zúrich,463. Lago Andrómaco - Lago Zúrich (0.0066)
50,391,0.006578947,out_deg_cent,2019,Oso - Félix Cuevas,391. Oso - Félix Cuevas (0.0066)
51,229,0.006578947,out_deg_cent,2019,Carlos Dickens - Séneca,229. Carlos Dickens - Séneca (0.0066)
52,449,0.006578947,out_deg_cent,2019,Acapulco - Puebla,449. Acapulco - Puebla (0.0066)
53,211,0.006578947,out_deg_cent,2019,Isaac Newton - Horacio,211. Isaac Newton - Horacio (0.0066)
54,385,0.006578947,out_deg_cent,2019,Poussin - Empresa,385. Poussin - Empresa (0.0066)
55,383,0.006578947,out_deg_cent,2019,Luis Carracci - 2da. cda. de Luis Carracci,383. Luis Carracci - 2da. cda. de Luis Carracci (0.0066)
56,373,0.006578947,out_deg_cent,2019,Pilares - Gabriel Mancera,373. Pilares - Gabriel Mancera (0.0066)
57,394,0.006578947,out_deg_cent,2019,Dr. Roberto Gayol - Félix Cuevas,394. Dr. Roberto Gayol - Félix Cuevas (0.0066)
58,366,0.006578947,out_deg_cent,2019,Porfirio Díaz - Augusto Rodin,366. Porfirio Díaz - Augusto Rodin (0.0066)
59,363,0.006578947,out_deg_cent,2019,Holbein - Paulo Ucello,363. Holbein - Paulo Ucello (0.0066)
60,354,0.006578947,out_deg_cent,2019,Boston - Avenida Insurgentes,354. Boston - Avenida Insurgentes (0.0066)
61,328,0.006578947,out_deg_cent,2019,Avenida 1 - Calle 7,328. Avenida 1 - Calle 7 (0.0066)
62,320,0.006578947,out_deg_cent,2019,Enrique Rébsamen - Luz Saviñón,320. Enrique Rébsamen - Luz Saviñón (0.0066)
63,310,0.006578947,out_deg_cent,2019,Calle 1 - Patriotismo,310. Calle 1 - Patriotismo (0.0066)
64,319,0.006578947,out_deg_cent,2019,Diagonal San Antonio - Luz Saviñón,319. Diagonal San Antonio - Luz Saviñón (0.0066)
65,312,0.006578947,out_deg_cent,2019,Avenida 2 - Calle 7,312. Avenida 2 - Calle 7 (0.0066)
66,288,0.006578947,out_deg_cent,2019,11 de Abril - Avenida 2,288. 11 de Abril - Avenida 2 (0.0066)
67,428,0.006578947,out_deg_cent,2019,Prolongación Uxmal - Av. Popocatépetl (Eje 8),428. Prolongación Uxmal - Av. Popocatépetl (Eje 8) (0.0066)
68,439,0.006578947,out_deg_cent,2019,Amores - Avenida Coyoacán,439. Amores - Avenida Coyoacán (0.0066)
69,440,0.006578947,out_deg_cent,2019,Real de Mayorazgo - Puente Xoco,440. Real de Mayorazgo - Puente Xoco (0.0066)
70,260,0.006578947,out_deg_cent,2019,Juárez - Balderas,260. Juárez - Balderas (0.0066)
71,254,0.006578947,out_deg_cent,2019,Alfonso Herrera - Miguel Schultz,254. Alfonso Herrera - Miguel Schultz (0.0066)
72,241,0.006578947,out_deg_cent,2019,Ejército Nacional - Juan Vázquez de la Mella,241. Ejército Nacional - Juan Vázquez de la Mella (0.0066)
73,237,0.006578947,out_deg_cent,2019,Andrés Bello - George Eliot,237. Andrés Bello - George Eliot (0.0066)
74,216,0.006578947,out_deg_cent,2019,Alejandro Dumas - Horacio,216. Alejandro Dumas - Horacio (0.0066)
75,262,0.006578947,out_deg_cent,2019,República de Cuba - República de Brasil,262. República de Cuba - República de Brasil (0.0066)
76,168,0.006578947,out_deg_cent,2019,Comercio - Progreso,168. Comercio - Progreso (0.0066)
77,166,0.006578947,out_deg_cent,2019,Progreso - Cda. Antonio Maceo,166. Progreso - Cda. Antonio Maceo (0.0066)
78,26,0.006578947,out_deg_cent,2019,Reforma - Versalles,26. Reforma - Versalles (0.0066)
79,74,0.006578947,out_deg_cent,2019,Nuevo León - Ozuluama,74. Nuevo León - Ozuluama (0.0066)
80,71,0.006578947,out_deg_cent,2019,Ámsterdam - Michoacán,71. Ámsterdam - Michoacán (0.0066)
81,54,0.006578947,out_deg_cent,2019,Parque España - Sonora,54. Parque España - Sonora (0.0066)
82,164,0.006578947,out_deg_cent,2019,Bajío - Tlacotalpan,164. Bajío - Tlacotalpan (0.0066)
83,49,0.006578947,out_deg_cent,2019,Mazatlán - Juan de la Barrera,49. Mazatlán - Juan de la Barrera (0.0066)
84,40,0.006578947,out_deg_cent,2019,Oaxaca - Puebla,40. Oaxaca - Puebla (0.0066)
85,34,0.006578947,out_deg_cent,2019,Liverpool - Génova,34. Liverpool - Génova (0.0066)
86,28,0.006578947,out_deg_cent,2019,Toledo - Tokio,28. Toledo - Tokio (0.0066)
87,23,0.006578947,out_deg_cent,2019,Reforma - Praga,23. Reforma - Praga (0.0066)
88,120,0.006578947,out_deg_cent,2019,Marsella - Nápoles,120. Marsella - Nápoles (0.0066)
89,21,0.006578947,out_deg_cent,2019,Reforma - Dublín,21. Reforma - Dublín (0.0066)
90,255,0.006578947,out_deg_cent,2019,José Rosas Moreno - Guillermo Prieto,255. José Rosas Moreno - Guillermo Prieto (0.0066)
91,16,0.006578947,out_deg_cent,2019,Reforma - Río Tíber,16. Reforma - Río Tíber (0.0066)
92,15,0.006578947,out_deg_cent,2019,Reforma - Río Mississippi,15. Reforma - Río Mississippi (0.0066)
93,14,0.006578947,out_deg_cent,2019,Reforma - Río de la Plata,14. Reforma - Río de la Plata (0.0066)
94,9,0.006578947,out_deg_cent,2019,Río Guadalquivir - Río Lerma,9. Río Guadalquivir - Río Lerma (0.0066)
95,6,0.006578947,out_deg_cent,2019,Río Pánuco - Río Sena,6. Río Pánuco - Río Sena (0.0066)
96,4,0.006578947,out_deg_cent,2019,Río Nilo - Río Pánuco,4. Río Nilo - Río Pánuco (0.0066)
97,85,0.006578947,out_deg_cent,2019,José Rosas Moreno - Sullivan,85. José Rosas Moreno - Sullivan (0.0066)
98,476,0.006578947,out_deg_cent,2019,Lago Como - Laguna de Mayrán,476. Lago Como - Laguna de Mayrán (0.0066)
99,149,0.006578947,out_deg_cent,2019,Mérida - Antonio M. Anza,149. Mérida - Antonio M. Anza (0.0066)
100,160,0.006578947,out_deg_cent,2019,Alfonso Herrera - Gabino Barreda,160. Alfonso Herrera - Gabino Barreda (0.0066)
101,155,0.006578947,out_deg_cent,2019,Jalapa - Tlaxcala,155. Jalapa - Tlaxcala (0.0066)
102,147,0.006578947,out_deg_cent,2019,Coahuila - Orizaba,147. Coahuila - Orizaba (0.0066)
103,151,0.006578947,out_deg_cent,2019,Campeche - Tonalá,151. Campeche - Tonalá (0.0066)
104,133,0.006578947,out_deg_cent,2019,Colima - Morelia,133. Colima - Morelia (0.0066)
105,137,0.006578947,out_deg_cent,2019,Álvaro Obregón - Mérida,137. Álvaro Obregón - Mérida (0.0066)
106,140,0.006578947,out_deg_cent,2019,Mérida - Zacatecas,140. Mérida - Zacatecas (0.0066)
107,162,0.006578947,out_deg_cent,2019,Tehuantepec - Medellín,162. Tehuantepec - Medellín (0.0066)
108,165,0.006578947,out_deg_cent,2019,Bajío - Eje 2 Pte. Monterrey,165. Bajío - Eje 2 Pte. Monterrey (0.0066)
109,123,0.006578947,out_deg_cent,2019,Claudio Bernard - Dr. Lavista,123. Claudio Bernard - Dr. Lavista (0.0066)
